name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
martin frankland,university of regina,49,4,2010,B Only,man,highered,international,moreri,canada,assistant,lesssecure,math,mathstat,FALSE,,FALSE
heide gluesing luerssen,university of kentucky,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,263,FALSE
kenneth price,university of wisconsin oshkosh,,,1997,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
claus ernst,western kentucky university,,,1988,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
julie tannenbaum,pomona college,,,,B Only,woman,highered,domesticother,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
jennifer beineke,western new england university,,,1997,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
albert schwarz,university of california davis,14099,47,1960,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1381,FALSE
michael levitin,university of reading,1085,15,1989,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
vladimir zbarsky,,,,,B Only,man,,,,,,,,,FALSE,,FALSE
ivan cheltsov,university of edinburgh,1667,21,2000,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
ina mette,american mathematical society,,,,B Only,woman,nothighered,,,,,,,,FALSE,,FALSE
michael cwikel,technion israel institute of technology,,,1974,B Only,man,highered,international,moreri,israel,retired,moresecure,math,mathstat,FALSE,,FALSE
jared wunsch,northwestern university,923,17,1998,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,449,FALSE
michael s waterman,university of southern california,,,1969,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,606,FALSE
ramin naimi,occidental college,361,11,1992,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
rafael de la llave,georgia institute of technology,5211,39,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,2250,FALSE
patrick fitzsimmons,university of california san diego,,,1981,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,828,FALSE
viktor ginzburg,university of california santa cruz,,,1990,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,979,FALSE
joachim rosenthal,university of zurich,3509,32,,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
lenny fukshansky,claremont mckenna college,405,12,2004,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
benny sudakov,eth zurich,6329,42,,B Only,man,highered,international,moreri,switzerland,professor,moresecure,math,mathstat,TRUE,,FALSE
joseph lipman,purdue university,4038,30,1965,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1527,FALSE
anton mellit,university of vienna,417,12,2008,B Only,man,highered,international,moreri,austria,assistant,lesssecure,math,mathstat,FALSE,,FALSE
roxana smarandache,university of notre dame,1477,17,2001,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,235,FALSE
raphael rouquier,university of california los angeles,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1476,FALSE
brendon rhoades,university of california san diego,549,13,2008,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
kyle larson,university of georgia,28,3,2015,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
alexey cheskidov,university of illinois at chicago,1197,17,2004,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,568,FALSE
natasa pavlovic,university of texas at austin,,,2002,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,788,FALSE
malcolm sherman,university at albany,,,1964,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
yuri zarhin,pennsylvania state university,2157,24,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,866,FALSE
sorin popa,university of california los angeles,,,1983,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3197,FALSE
tatiana bandman,barilan university,,,1982,B Only,woman,highered,international,moreri,israel,retired,moresecure,math,mathstat,FALSE,,FALSE
anthony licata,australian national university,682,15,2007,B Only,man,highered,international,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
sergey i sobolev,,,,1977,B Only,man,highered,international,moreri,,,,,,FALSE,,FALSE
yi ni,california institute of technology,,,2007,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,375,FALSE
anton dzhamay,university of northern colorado,56,5,2000,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
vladimir hinich,university of haifa,1363,17,1993,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
eugene z xia,national cheng kung university,,,1997,B Only,man,highered,international,moreri,taiwan,professor,moresecure,math,mathstat,FALSE,,FALSE
dmitry novikov,weizmann institute of science,1262,19,1998,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
stas filshtinskiy,,,,,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
pavel guerzhoy,university of hawaii at manoa,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,153,FALSE
volodya rubtsov,universite d'angers,,,,B Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
elena yudovina,ch robinson,,,2012,B Only,woman,nothighered,,,,,,,,FALSE,,FALSE
juan migliore,university of notre dame,,,1983,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1280,FALSE
evgenia fukshansky,farmers insurance,,,,B Only,woman,nothighered,,,,,,,,FALSE,,FALSE
helen wong,claremont mckenna college,,,2007,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
mimi dai,university of illinois at chicago,330,11,2012,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
leonid makar limanov,wayne state university,,,1970,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,708,FALSE
misha vishik,university of texas at austin,1766,20,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,604,FALSE
tatiana shubin,san jose state university,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
david b rush,university of california riverside,,,2017,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,18,FALSE
thomas koberda,university of virginia,,,2012,B and C,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
larry goldstein,university of southern california,3799,26,1984,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,866,FALSE
jason rosenhouse,james madison university,,,2000,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
max lieblich,university of washington,1018,15,2004,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,320,FALSE
david e evans,cardiff university,3965,32,1969,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
nigel boston,university of wisconsin,,,1987,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,352,FALSE
joseph a biello,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,104,FALSE
alexei novikov,pennsylvania state university,580,15,1999,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,227,FALSE
peter scott,university of michigan,2663,29,,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1842,FALSE
kevin o'bryant,city university of new york,492,11,1997,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,138,FALSE
keenan kidwell,university of texas at austin,,,2014,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
lorenzo sadun,university of texas at austin,2776,31,1987,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,633,FALSE
kui ren,columbia university,1370,19,2006,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,365,FALSE
gordan zitkovic,university of texas at austin,785,16,2003,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,248,FALSE
william beckner,university of texas at austin,2758,17,1975,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1091,FALSE
hugo rossi,university of utah,,,1960,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1054,FALSE
lewis bowen,university of texas at austin,1116,18,2002,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,467,FALSE
jeffrey danciger,university of texas at austin,,,2011,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
milica cudina,university of texas at austin,,,2007,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
francesco maggi,university of texas at austin,2321,24,2004,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1098,FALSE
saeed ghahramani,western new england university,,,1983,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
michael temkin,hebrew university of jerusalem,,,2006,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
houshang h sohrab,towson university,,,1980,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
cheri shakiban,university of st thomas,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
erica billingsley,western kentucky university,,,,B Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
parviz khalili,christopher newport university,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
mikhail khenner,western kentucky university,,,1998,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
john berman,university of texas at austin,,,2018,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
abhijit champanerkar,city university of new york,443,11,2003,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,221,FALSE
harry j gindi,university of edinburgh,,,,B Only,man,highered,international,moreri,united kingdom,grad,lesssecure,math,mathstat,FALSE,,FALSE
thomas chen,university of texas at austin,1139,19,1999,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,571,FALSE
david a vogan,massachusetts institute of technology,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2213,FALSE
ng ze an,london school of economics,,,,B Only,,highered,international,moreri,united kingdom,,,,,FALSE,,FALSE
nicholas meyer,university of nebraska,129,6,2015,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
matt bainbridge,indiana university,,,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
shaul zemel,hebrew university of jerusalem,,,2011,B Only,man,highered,international,moreri,israel,staff,lesssecure,,,FALSE,,FALSE
zlil sela,hebrew university of jerusalem,,,1991,B and C,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
laurent lafleche,university of texas at austin,21,3,,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
andrew salmon,massachusetts institute of technology,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
jonathan breuer,hebrew university of jerusalem,378,13,,B Only,man,highered,international,moreri,israel,associate,moresecure,math,mathstat,FALSE,,FALSE
alex branton,,,,,B Only,,,,,,,,,,FALSE,,FALSE
aleksander shmakov,university of georgia,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
ohad noy feldheim,hebrew university of jerusalem,,,2014,B Only,man,highered,international,moreri,israel,associate,moresecure,math,mathstat,FALSE,,FALSE
emmanuel farjoun,hebrew university of jerusalem,,,1971,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
nati linial,hebrew university of jerusalem,14737,56,1978,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,TRUE,,FALSE
yakov varshavsky,hebrew university of jerusalem,,,1996,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
ori parzanchevski,hebrew university of jerusalem,403,11,2014,B Only,man,highered,international,moreri,israel,,,math,mathstat,FALSE,,FALSE
ruth lawrence naimark,hebrew university of jerusalem,,,,B Only,woman,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
pedro fortuny ayuso,university of oviedo,,,1999,B Only,man,highered,international,moreri,spain,assistant,lesssecure,math,mathstat,FALSE,,FALSE
eran nevo,hebrew university of jerusalem,660,15,2007,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
daniel gonzalez,florida state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,other,other ,FALSE,,FALSE
labib zakaria,oregon state university,,,,B Only,,highered,domesticr1,moreri,,undergrad,lesssecure,math,mathstat,FALSE,,FALSE
mikhail sodin,tel aviv university,1706,23,1985,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
arjun nigam,,,,,B Only,man,,,,,,,,,FALSE,,FALSE
ben reid,lander university,,,,B Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
ngoc nguyen,western kentucky university,,,,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
jairo ivä_ä__n peä_ä__a hidalgo,florida state university,,,,B Only,man,highered,domesticr1,moreri,,,,,,FALSE,,FALSE
ilya tyomkin,ben gurion university,266,8,2003,B Only,man,highered,international,moreri,israel,associate,moresecure,math,mathstat,FALSE,,FALSE
boughalem mohammed,university regensburg,,,,B Only,man,highered,international,moreri,germany,grad,lesssecure,math,mathstat,FALSE,,FALSE
altha rodin,university of texas at austin,,,,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
gregory rodin,university of texas at austin,1547,19,1986,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
da'shawn m morris,american soldier,,,,B Only,,,,,,,,,,FALSE,,FALSE
karim adiprasito,university of copenhagen,341,11,2013,B Only,man,highered,international,moreri,denmark,professor,moresecure,math,mathstat,FALSE,,FALSE
